Player,Yrs,G,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,Date,City,State
Antoine Walker,12,893,15647,6891,3170,1085,469,0.414,0.325,0.633,"Aug 12, 1976",Chicago,Illinois
Darrell Walker,10,720,6389,3134,3276,1090,225,0.435,0.059,0.713,"Mar 9, 1961",Chicago,Illinois
Lloyd Walton,5,341,1442,370,1243,264,28,0.454,0.25,0.711,"Nov 23, 1953",Chicago,Illinois
Jerome Whitehead,11,679,4423,3268,374,251,200,0.497,0,0.718,"Sep 30, 1956",Waukegan,Illinois
Donald Whiteside,2,30,61,13,37,11,0,0.333,0.324,0.647,"Apr 25, 1969",Chicago,Illinois
Jeff Wilkins,6,454,3575,2574,462,178,246,0.459,0,0.743,"Mar 9, 1955",Chicago,Illinois
Aaron Williams,14,715,4120,2790,485,282,539,0.493,0.063,0.74,"Oct 02, 1971",Evanston,Illinois
Frank Williams,3,86,253,77,166,34,11,0.352,0.3,0.833,"Feb 25, 1980",Peoria,Illinois
Justin Williams,2,49,165,164,2,10,21,0.573,0,0.348,"May 12, 1984",Chicago,Illinois
Mike Williams,1,21,15,23,2,3,7,0.333,0,0.5,"Aug 14, 1963",Chicago,Illinois
Voise Winters,1,4,6,3,0,1,0,0.231,0,,"Oct 12, 1962",Chicago,Illinois
Julian Wright,4,231,907,531,182,132,69,0.499,0.262,0.584,"May 20, 1987",Chicago,Illinois
Tom Abernethy,5,319,1779,1011,384,185,60,0.492,0,0.747,"May 6, 1954",South Bend,Indiana
Steve Alford,4,169,744,144,176,85,10,0.459,0.324,0.87,"Nov 23, 1964",Franklin,Indiana
Dick Atha,2,43,137,66,51,,,0.393,,0.795,"Sep 21, 1931",Otterbein,Indiana
Chet Aubuchon,1,30,65,,20,,,0.253,,0.543,"May 18, 1916",Gary,Indiana
Cliff Barker,3,149,557,181,294,,,0.316,,0.662,"Jan 15, 1921",Yorktown,Indiana
Dick Barnett,14,971,15358,2812,2729,1,0,0.456,,0.761,"Oct 2, 1936",Gary,Indiana
Kent Benson,11,680,6168,3881,1203,605,586,0.493,0.206,0.757,"Dec 27, 1954",New Castle,Indiana
Larry Bird*,13,897,21791,8974,5695,1556,755,0.496,0.376,0.886,"Dec 7, 1956",West Baden,Indiana
Ron Bonham,3,118,723,170,44,,,0.388,0,0.824,"May 31, 1942",Muncie,Indiana
Vince Boryla,5,285,3187,831,610,,,0.371,,0.816,"Mar 11, 1927",East Chicago,Indiana
Jim Bradley,3,98,687,528,128,69,62,0.429,0,0.727,"Mar 16, 1952",East Chicago,Indiana
Junior Bridgeman,12,849,11517,2995,2066,685,220,0.475,0.244,0.846,"Sep 17, 1953",East Chicago,Indiana
Roger Burkman,1,6,5,6,5,6,2,0,0,0.833,"May 22, 1958",Indianapolis,Indiana
Don Buse,13,966,6890,2565,4425,1818,163,0.44,0.33,0.779,"Aug 10, 1950",Huntingburg,Indiana
Calbert Cheaney,13,825,7826,2610,1398,659,198,0.466,0.298,0.691,"Jul 17, 1971",Evansville,Indiana
Robert Churchwell,1,4,6,3,1,0,0,0.375,,,"Feb 20, 1972",South Bend,Indiana
Louie Dampier*,12,960,15279,2543,4687,407,153,0.444,0.358,0.82,"Nov 20, 1944",Indianapolis,Indiana
Jim Davis,8,597,3997,3109,739,89,66,0.461,,0.674,"Dec 18, 1941",Muncie,Indiana
Branden Dawson,1,6,5,4,0,0,1,0.4,,1,"Feb 01, 1993",Gary,Indiana
Larry Demic,3,206,976,805,106,72,49,0.459,0,0.58,"Jun 27, 1957",Gary,Indiana
Player,Yrs,G,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,Date,City,Indiana
Clyde Dickey,1,58,160,61,47,14,0,0.35,0.133,0.762,"Dec 14, 1951",Fort Wayne,Indiana
Dick Dickey,1,45,127,81,50,,,0.294,,0.681,"Oct 26, 1926",Grant County,Indiana
Terry Dischinger,9,652,9012,3646,1151,,,0.506,,0.758,"Nov 21, 1940",Terre Haute,Indiana
Steve Downing,2,27,64,41,11,5,0,0.318,,0.55,"Sep 9, 1950",Indianapolis,Indiana
Bobby Edmonds,2,75,580,378,29,,,0.434,0.167,0.651,"Mar 8, 1941",Indianapolis,Indiana
Jay Edwards,1,4,7,2,4,1,0,0.429,0,0.333,"Jan 3, 1969",Muncie,Indiana
Darrell Elston,2,77,601,169,204,83,9,0.402,0.167,0.752,"Aug 15, 1952",Tipton,Indiana
Bob Evans,1,47,142,,55,,,0.28,,0.682,"May 31, 1925",Indianapolis,Indiana
Yogi Ferrell,1,10,54,12,17,2,2,0.367,0.296,0.625,"May 09, 1993",Indianapolis,Indiana
Tellis Frank,5,264,1710,1022,276,158,95,0.439,0,0.741,"Apr 26, 1965",Gary,Indiana
Winston Garland,7,511,4799,1433,2421,674,80,0.43,0.281,0.83,"Dec 19, 1964",Gary,Indiana
Dan Godfread,2,11,13,2,0,1,4,0.417,0,0.75,"Jun 14, 1967",Fort Wayne,Indiana
Eric Gordon,9,447,7462,1127,1455,464,135,0.436,0.389,0.814,"Dec 25, 1988",Indianapolis,Indiana
Greg Graham,5,207,938,219,201,128,12,0.407,0.29,0.775,"Nov 26, 1970",Indianapolis,Indiana
Jim Grandholm,1,26,79,50,8,2,8,0.517,0.529,0.476,"Oct 4, 1960",Elkhart,Indiana
Scott Haffner,2,50,213,55,89,16,3,0.403,0.13,0.667,"Feb 2, 1966",Terre Haute,Indiana
A.J. Hammons,1,15,22,20,2,0,6,0.381,0.667,0.2,"Aug 27, 1992",Gary,Indiana
Jerome Harmon,1,10,46,23,12,9,0,0.396,1,0.5,"Feb 6, 1969",Gary,Indiana
Gary Harris,3,140,1235,311,201,144,27,0.44,0.324,0.783,"Sep 14, 1994",Fishers,Indiana
Gordon Hayward,7,466,6981,1901,1596,476,203,0.438,0.359,0.819,"Mar 23, 1990",Indianapolis,Indiana
Player,Yrs,G,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,Date,City,Indiana
Alan Henderson,12,652,5094,3249,397,364,297,0.469,0.192,0.639,"Dec 02, 1972",Indianapolis,Indiana
George Hill,9,561,6430,1796,1845,517,167,0.452,0.379,0.804,"May 04, 1986",Indianapolis,Indiana
Ron Horn,3,32,79,78,11,,,0.292,,0.697,"May 24, 1938",Marion,Indiana
Robbie Hummel,2,98,379,266,50,32,11,0.418,0.343,0.867,"Mar 08, 1989",Valparaiso,Indiana
Chris Hunter,1,60,270,167,37,13,35,0.502,0,0.754,"Jul 07, 1984",Gary,Indiana
Ervin Inniger,2,109,964,385,156,,,0.43,0.167,0.741,"Jan 16, 1945",Berne,Indiana
Demetrius Jackson,1,4,10,4,3,0,0,0.75,1,0.5,"Sep 07, 1994",South Bend,Indiana
Jared Jeffries,11,629,3003,2563,798,435,323,0.426,0.25,0.583,"Nov 25, 1981",Bloomington,Indiana
JaJuan Johnson,1,36,114,58,6,5,14,0.446,,0.667,"Feb 08, 1989",Indianapolis,Indiana
Charles Jordan,1,71,369,216,53,33,13,0.434,0.2,0.597,"Jan 31, 1954",Indianapolis,Indiana
Bill Keller,7,556,6588,1349,1980,155,11,0.425,0.338,0.872,"Aug 30, 1947",Indianapolis,Indiana
Shawn Kemp,14,1051,15347,8834,1704,1185,1279,0.488,0.277,0.741,"Nov 26, 1969",Elkhart,Indiana
Frank Kendrick,1,24,80,36,6,11,3,0.403,,0.818,"Sep 11, 1950",Indianapolis,Indiana
Jimmy King,2,64,285,112,90,24,13,0.429,0.147,0.691,"Aug 09, 1973",South Bend,Indiana
Leo Klier,2,113,802,,177,,,0.28,,0.728,"May 21, 1923",Washington,Indiana
Reggie Lacefield,1,8,24,11,0,,,0.5,0,0.5,"Apr 10, 1945",Gary,Indiana
John Laskowski,2,118,832,282,99,88,12,0.398,,0.76,"Jun 7, 1953",South Bend,Indiana
Allen Leavell,10,700,6684,1164,3339,929,120,0.45,0.234,0.834,"May 27, 1957",Muncie,Indiana
Courtney Lee,9,626,6033,1634,993,632,169,0.45,0.388,0.847,"Oct 03, 1985",Indianapolis,Indiana
Slick Leonard*,7,426,4204,1217,1427,,,0.349,,0.745,"Jul 17, 1932",Terre Haute,Indiana
Player,Yrs,G,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,Date,City,Indiana
Goose Ligon,7,434,5560,4720,910,9,9,0.487,0.125,0.643,"Feb 22, 1944",Kokomo,Indiana
John Logan,5,258,3203,134,775,,,0.312,,0.767,"Jan 1, 1921",Richmond,Indiana
Willie Long,3,213,2418,1269,209,54,13,0.421,0,0.774,"Mar 1, 1950",Fort Wayne,Indiana
Clyde Lovellette*,11,704,11947,6663,1097,,,0.443,,0.757,"Sep 7, 1929",Petersburg,Indiana
Kyle Macy,7,551,5259,1214,2198,631,49,0.501,0.337,0.873,"Apr 9, 1957",Fort Wayne,Indiana
Dave Magley,1,14,12,10,2,2,0,0.25,0,0.5,"Nov 24, 1959",South Bend,Indiana
Willie McCarter,3,155,1090,248,304,,,0.402,,0.656,"Jul 26, 1946",Gary,Indiana
Walter McCarty,10,593,3056,1554,670,380,173,0.392,0.346,0.698,"Feb 01, 1974",Evansville,Indiana
Mitch McGary,2,52,227,183,17,17,18,0.527,0,0.58,"Jun 06, 1992",Chesterton,Indiana
George McGinnis,11,842,17009,9233,3089,1448,332,0.458,0.273,0.664,"Aug 12, 1950",Indianapolis,Indiana
Jon McGlocklin,11,792,9169,1928,2280,102,13,0.489,,0.845,"Jun 10, 1943",Franklin,Indiana
Roy McPipe,1,5,21,5,1,1,0,0.333,0.5,0.75,"May 5, 1950",Hammond,Indiana
Josh McRoberts,10,429,2326,1682,899,221,194,0.464,0.34,0.705,"Feb 28, 1987",Indianapolis,Indiana
Brad Miller,14,868,9724,6199,2470,639,592,0.48,0.33,0.804,"Apr 12, 1976",Fort Wayne,Indiana
Eric Montross,8,465,2071,2159,207,122,275,0.49,0,0.478,"Sep 23, 1971",Indianapolis,Indiana
E'Twaun Moore,6,334,2060,570,560,198,71,0.429,0.368,0.742,"Feb 28, 1989",East Chicago,Indiana
Rick Mount,5,283,3330,475,676,55,8,0.433,0.317,0.82,"Jan 5, 1947",Lebanon,Indiana
Lee Nailon,6,306,2622,936,298,133,53,0.474,0.111,0.786,"Feb 22, 1975",South Bend,Indiana
Craig Neal,2,63,158,45,155,28,4,0.373,0.302,0.6,"Feb 16, 1964",Muncie,Indiana
Bill Newton,2,35,73,65,14,2,0,0.437,0.5,0.5,"Dec 22, 1950",Rockville,Indiana
Player,Yrs,G,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,Date,City,Indiana
Gene Ollrich,1,14,44,,24,,,0.236,,0.714,"Jun 30, 1922",Whiting,Indiana
Andre Owens,2,54,192,68,55,18,3,0.37,0.375,0.712,"Oct 31, 1980",Indianapolis,Indiana
Wayne Pack,1,21,61,20,13,6,0,0.383,0.294,0.833,"Jul 5, 1950",Indianapolis,Indiana
Jack Parkinson,1,4,3,,2,,,0.083,,1,"Mar 4, 1924",Yorktown,Indiana
Marshall Plumlee,1,3,4,6,1,1,0,1,,0.667,"Jul 14, 1992",West Lafayette,Indiana
Mason Plumlee,4,265,2326,1671,495,210,238,0.569,0,0.574,"Mar 05, 1990",Fort Wayne,Indiana
Miles Plumlee,5,248,1320,1237,111,121,214,0.532,,0.563,"Sep 01, 1988",Fort Wayne,Indiana
Kevin Pritchard,4,94,340,90,152,37,13,0.399,0.186,0.79,"Jul 17, 1967",Bloomington,Indiana
Wayne Radford,1,52,202,68,57,30,1,0.474,,0.8,"May 29, 1956",Indianapolis,Indiana
Zach Randolph,16,1008,17000,9402,1837,765,285,0.472,0.257,0.764,"Jul 16, 1981",Marion,Indiana
Sam Ranzino,1,39,86,39,25,,,0.333,,0.703,"Jun 21, 1927",Gary,Indiana
Jimmy Rayl,2,101,1125,305,273,,,0.381,0.341,0.823,"Jun 21, 1941",Kokomo,Indiana
Ron Reed,2,119,951,762,173,,,0.364,,0.571,"Nov 2, 1942",La Porte,Indiana
Bill Roberts,2,117,404,,65,,,0.339,,0.706,"Mar 13, 1925",Fort Wayne,Indiana
Glenn Robinson,3,108,413,202,56,36,20,0.417,0.343,0.708,"Jan 08, 1994",Gary,Indiana
Glenn Robinson,11,688,14234,4189,1879,826,389,0.459,0.34,0.82,"Jan 10, 1973",Gary,Indiana
Dave Schellhase,2,73,208,76,60,,,0.349,,0.567,"Oct 14, 1944",Evansville,Indiana
Carl Shaeffer,2,53,165,10,46,,,0.357,,0.583,"Oct 25, 1924",Delphi,Indiana
Billy Shepherd,3,169,968,191,657,163,19,0.387,0.357,0.696,"Nov 18, 1949",Bedford,Indiana
Dexter Shouse,1,3,0,0,2,1,1,0,0,,"Mar 24, 1963",Terre Haute,Indiana
Player,Yrs,G,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,Date,City,Indiana
Jerry Sichting,10,598,4141,817,1962,439,19,0.507,0.271,0.857,"Nov 29, 1956",Martinsville,Indiana
Scott Skiles,10,600,6652,1526,3881,500,29,0.435,0.379,0.889,"Mar 5, 1964",LaPorte,Indiana
Daniel Sparks,2,67,438,303,45,,,0.386,,0.69,"Apr 17, 1945",Bloomington,Indiana
Jim Springer,1,2,1,,0,,,,,1,"Jun 17, 1926",Roachdale,Indiana
Larry Steele,9,610,5009,1781,1719,846,96,0.483,0,0.796,"May 5, 1949",Greencastle,Indiana
Jeff Teague,8,548,6753,1236,2889,669,189,0.446,0.35,0.838,"Jun 10, 1988",Indianapolis,Indiana
Marquis Teague,2,88,206,84,121,19,12,0.349,0.22,0.686,"Feb 28, 1993",Indianapolis,Indiana
Ray Tolbert,5,261,928,609,135,71,101,0.495,0,0.544,"Sep 10, 1958",Anderson,Indiana
Monte Towe,2,115,319,89,223,53,5,0.404,0.214,0.783,"Sep 27, 1953",Marion,Indiana
Jack Turner,1,65,282,154,77,,,0.36,,0.789,"Jun 29, 1930",Bedford,Indiana
Dick Van Arsdale,12,921,15079,3807,3057,264,44,0.464,,0.79,"Feb 22, 1943",Indianapolis,Indiana
Tom Van Arsdale,12,929,14232,3942,2085,230,16,0.431,,0.762,"Feb 22, 1943",Indianapolis,Indiana
Bonzi Wells,10,591,7147,2737,1249,769,192,0.46,0.327,0.697,"Sep 28, 1976",Muncie,Indiana
Bob Wilkerson,7,536,5424,2236,1835,671,141,0.425,0.167,0.751,"Aug 15, 1954",Anderson,Indiana
Bobby Wilson,4,143,792,167,110,52,4,0.426,,0.773,"Jan 15, 1951",Indianapolis,Indiana
Stephen Wilson,2,48,148,52,35,,,0.368,0.229,0.542,"Oct 16, 1948",Richmond,Indiana
Randy Wittman,9,543,4034,760,1201,257,65,0.501,0.321,0.753,"Oct 28, 1959",Indianapolis,Indiana
Mike Woodson,11,786,10981,1838,1822,952,275,0.466,0.271,0.813,"Mar 24, 1958",Indianapolis,Indiana
Cody Zeller,4,243,1880,1332,295,148,182,0.488,0.167,0.738,"Oct 05, 1992",Washington,Indiana
Harrison Barnes,5,336,3680,1582,484,245,68,0.449,0.371,0.756,"May 30, 1992",Ames,Iowa
Ryan Bowen,10,507,1319,1060,250,325,138,0.456,0.206,0.693,"Nov 20, 1975",Fort Madison,Iowa
Matt Bullard,11,615,3270,1223,535,186,119,0.418,0.384,0.768,"Jun 5, 1967",Des Moines,Iowa
Nick Collison,13,884,5304,4661,930,445,467,0.532,0.21,0.726,"Oct 26, 1980",Orange City,Iowa
Darren Daye,5,328,2225,844,672,191,53,0.491,0.118,0.681,"Nov 30, 1960",Des Moines,Iowa
Al Eberhard,4,220,1490,760,175,158,35,0.433,,0.797,"May 10, 1952",Cedar Rapids,Iowa
Kenny Fields,4,184,1140,464,188,97,38,0.474,0.188,0.733,"Feb 9, 1962",Iowa City,Iowa
Matt Fish,3,50,177,110,25,19,14,0.5,0,0.625,"Nov 18, 1969",Washington,Iowa
Dick Gibbs,5,333,1739,624,260,67,35,0.402,,0.799,"Dec 20, 1948",Ames,Iowa
Bob Hansen,9,575,3952,1282,947,359,50,0.468,0.323,0.662,"Jan 18, 1961",Des Moines,Iowa
Kirk Hinrich,13,879,9594,2576,4245,972,243,0.411,0.375,0.8,"Jan 02, 1981",Sioux City,Iowa
Jon Koncak,11,784,3520,3856,785,542,791,0.47,0.226,0.597,"May 17, 1963",Cedar Rapids,Iowa
Kevin Kunnert,9,555,4602,4031,784,252,616,0.476,,0.682,"Nov 11, 1951",Dubuque,Iowa
Raef LaFrentz,10,563,5690,3423,606,276,919,0.466,0.363,0.711,"May 29, 1976",Hampton,Iowa
Loren Meyer,3,140,645,480,77,31,50,0.432,0.348,0.696,"Dec 30, 1972",Emmetsburg,Iowa
Todd Mundt,1,33,37,28,3,2,5,0.39,,0.625,"May 17, 1970",Iowa City,Iowa
Patrick O'Bryant,4,90,186,127,25,18,40,0.494,0,0.583,"Jun 20, 1986",Oskaloosa,Iowa
Brett Szabo,1,70,153,165,17,16,32,0.446,0,0.738,"Feb 1, 1968",Postville,Iowa
Murray Wier,1,56,429,,107,,,0.327,,0.693,"Dec 12, 1926",Grand View,Iowa
Luke Zeller,1,16,19,10,3,0,0,0.346,0.2,,"Apr 07, 1987",Ames,Iowa
Alvan Adams,13,988,13910,6937,4012,1289,808,0.498,0.133,0.788,"Jul 19, 1954",Lawrence,Kansas
Lucius Allen,10,702,9407,2205,3174,604,124,0.463,,0.76,"Sep 26, 1947",Kansas City,Kansas
Ron Baker,1,9,34,11,9,4,1,0.378,0.235,0.5,"Mar 30, 1993",Hays,Kansas
Ernie Barrett,2,131,641,343,229,,,0.369,,0.748,"Aug 27, 1929",Pratt,Kansas
Willie Cauley-Stein,2,91,589,408,46,59,76,0.564,0,0.617,"Aug 18, 1993",Spearville,Kansas
Greg Dreiling,10,474,1014,1018,186,82,137,0.467,0.333,0.649,"Nov 7, 1962",Wichita,Kansas
Larry Drew,10,714,8110,1265,3702,791,45,0.467,0.291,0.798,"Apr 2, 1958",Kansas City,Kansas
Maurice Evans,9,562,3747,1384,420,294,88,0.442,0.363,0.785,"Nov 08, 1978",Wichita,Kansas
Ronald Franz,6,403,4733,2128,668,,,0.447,0.279,0.703,"Oct 20, 1945",Kansas City,Kansas
Matt Freije,2,42,133,85,27,16,3,0.293,0.224,0.714,"Oct 02, 1981",Overland Park,Kansas
Leonard Gray,3,224,2408,1169,490,196,91,0.469,,0.739,"Dec 19, 1951",Kansas City,Kansas
Adrian Griffin,9,477,1919,1512,653,436,59,0.438,0.278,0.763,"Jul 04, 1974",Wichita,Kansas
Scott Hastings,11,578,1647,1287,284,159,153,0.441,0.292,0.811,"Jun 3, 1960",Independence,Kansas
Steve Henson,7,238,739,176,465,88,2,0.403,0.432,0.869,"Feb 2, 1968",Junction City,Kansas
Steven Hill,1,1,2,3,0,0,0,1,,,"Nov 14, 1985",Chanute,Kansas
Lionel Hollins,10,673,7809,1601,3006,1053,192,0.444,0.149,0.741,"Oct 19, 1953",Ark City,Kansas
Byron Houston,4,214,835,648,114,103,86,0.456,0.256,0.676,"Nov 22, 1969",Watonga,Kansas
Warren Jabali,7,447,7666,2985,2389,384,29,0.431,0.319,0.756,"Aug 29, 1946",Kansas City,Kansas
Bob Kinney,2,118,1125,,177,,,0.353,,0.608,"Sep 16, 1920",Fort Scott,Kansas
Dick Knostman,1,5,13,17,6,,,0.3,,0.636,"Aug 9, 1931",Wamego,Kansas
Martin Lewis,2,25,89,35,7,9,5,0.473,0.3,0.593,"Apr 28, 1975",Liberal,Kansas
Riney Lochmann,3,170,731,466,143,,,0.405,0.313,0.606,"May 26, 1944",Wichita,Kansas
Ed Nealy,10,540,1451,1799,392,256,51,0.498,0.292,0.684,"Feb 19, 1960",Pittsburg,Kansas
Johnny Orr,1,34,92,,20,,,0.339,,0.857,"Jun 10, 1927",Yale,Kansas
Pierre Russell,2,110,435,222,112,,,0.439,0.1,0.657,"Dec 13, 1949",Kansas City,Kansas
Melvin Sanders,1,16,41,23,3,5,0,0.485,0.667,0.7,"Jan 03, 1981",Liberal,Kansas
Otto Schnellbacher,1,43,275,,64,,,0.332,,0.669,"Apr 15, 1923",Sublette,Kansas
Howie Shannon,2,122,1323,,299,,,0.355,,0.795,"Jun 10, 1923",Manhattan,Kansas
Paul Shirley,3,18,33,19,7,1,1,0.395,0,0.429,"Dec 23, 1977",Meriden,Kansas
Wayne Simien,2,51,169,99,11,15,1,0.469,,0.854,"Mar 09, 1983",Leavenworth,Kansas
Earl Watson,13,878,5593,1985,3871,873,176,0.411,0.324,0.703,"Jun 12, 1979",Kansas City,Kansas
Scott Wedman,13,906,11916,4355,1771,846,301,0.481,0.335,0.794,"Jul 29, 1952",Harper,Kansas
Korleone Young,1,3,13,4,1,0,0,0.5,0.25,1,"Dec 31, 1978",Wichita,Kansas
Derek Anderson,11,615,7357,1988,2083,691,87,0.408,0.341,0.853,"Jul 18, 1974",Louisville,Kentucky
Bob Arnzen,4,111,443,217,35,3,2,0.465,0.2,0.8,"Nov 3, 1947",Covington,Kentucky
Bird Averitt,5,366,4434,680,1078,325,55,0.405,0.249,0.743,"Jul 22, 1952",Hopkinsville,Kentucky
Henry Bacon,1,47,166,82,38,,,0.366,0.2,0.603,"Jul 5, 1948",Louisville,Kentucky
Steve Bardo,3,33,73,60,44,12,4,0.329,0.1,0.696,"Apr 5, 1968",Henderson,Kentucky
John Barnhill,10,589,5085,1501,1693,,,0.406,0.236,0.658,"Mar 20, 1938",Sturgis,Kentucky
Butch Beard,9,605,5622,2042,2189,499,36,0.487,,0.771,"May 4, 1947",Hardinsburg,Kentucky
Ralph Beard,2,126,2006,251,551,,,0.366,,0.77,"Dec 2, 1927",Hardinsburg,Kentucky
Whitey Bell,2,36,183,94,56,,,0.379,,0.63,"Sep 13, 1932",Monticello,Kentucky
Winston Bennett,3,136,648,414,120,50,21,0.425,0,0.694,"Feb 9, 1965",Louisville,Kentucky
Jerry Bird,1,11,25,12,4,,,0.375,,1,"Feb 2, 1935",Corbin,Kentucky
Phil Bond,1,7,4,4,2,1,0,0.333,,,"Jul 27, 1954",Louisville,Kentucky
Orbie Bowling,1,11,21,29,1,,,0.321,,0.25,"Mar 21, 1939",,Kentucky
Greg Buckner,10,570,2878,1593,719,454,111,0.45,0.334,0.757,"Sep 16, 1976",Hopkinsville,Kentucky
Donnie Butcher,5,279,1696,821,585,,,0.397,,0.629,"Feb 8, 1936",Williamsport,Kentucky
Darel Carrier,6,350,7011,1187,896,,,0.417,0.377,0.851,"Oct 26, 1940",Warren County,Kentucky
Rex Chapman,12,666,9731,1645,1798,592,129,0.43,0.35,0.8,"Oct 5, 1967",Bowling Green,Kentucky
Wayne Chapman,4,206,1432,505,316,,,0.383,0.257,0.691,"Jun 15, 1945",Owensboro,Kentucky
Jack Coleman,9,633,6721,5186,1749,,,0.416,,0.695,"May 23, 1924",Burgin,Kentucky
Glen Combs,7,465,7666,1230,1639,56,13,0.433,0.367,0.81,"Oct 30, 1946",Hazard,Kentucky
Jimmy Conner,1,24,106,28,38,11,5,0.488,0,0.759,"Mar 20, 1953",Lawrenceburg,Kentucky
Dave Cowens*,11,766,13516,10444,2910,599,488,0.46,0.071,0.783,"Oct 25, 1948",Newport,Kentucky
Johnny Cox,1,73,573,280,142,,,0.421,,0.704,"Nov 1, 1936",Neon,Kentucky
Wesley Cox,2,74,342,206,23,34,15,0.412,,0.51,"Jan 27, 1955",Louisville,Kentucky
Ralph Davis,2,150,1195,248,424,,,0.409,,0.677,"Sep 7, 1938",Vanceburg,Kentucky
Jerry Eaves,4,168,1132,208,414,85,8,0.472,0.071,0.773,"Feb 8, 1959",Louisville,Kentucky
Joe Fulks*,8,489,8003,1379,587,,,0.302,,0.766,"Oct 26, 1921",Birmingham,Kentucky
Jack Givens,2,156,1040,456,142,123,36,0.401,0,0.791,"Sep 21, 1956",Lexington,Kentucky
Clarence Glover,1,25,65,46,4,,,0.455,,0.469,"Nov 1, 1947",Horse Cave,Kentucky
Darrell Griffith,10,765,12391,2519,1627,931,242,0.463,0.332,0.707,"Jun 16, 1958",Louisville,Kentucky
Anthony Grundy,1,12,52,17,9,7,0,0.5,0.333,0.643,"Apr 15, 1979",Louisville,Kentucky
Cliff Hagan*,13,839,14870,5555,2646,,,0.454,0,0.799,"Dec 9, 1931",Owensboro,Kentucky
Tom Hagan,2,73,358,113,135,,,0.419,0.328,0.707,"Jan 29, 1947",Louisville,Kentucky
Joe Hamilton,6,344,4145,884,1208,88,5,0.408,0.312,0.807,"Jul 5, 1948",Lexington,Kentucky
Steve Hamilton,2,82,368,278,43,,,0.372,,0.697,"Nov 30, 1935",Columbia,Kentucky
Clem Haskins,9,681,8743,2087,2382,127,30,0.449,,0.792,"Jul 11, 1943",Campbellsville,Kentucky
Vern Hatton,4,225,1244,531,310,,,0.344,,0.735,"Jan 13, 1936",Owingsville,Kentucky
Kenny Higgs,3,216,1470,391,944,239,23,0.441,0.145,0.804,"Jan 31, 1955",Owensboro,Kentucky
Scotty Hopson,1,2,1,0,1,1,0,0,0,0.5,"Aug 08, 1989",Hopkinsville,Kentucky
Allan Houston,12,839,14551,2434,1990,566,139,0.444,0.402,0.863,"Apr 20, 1971",Louisville,Kentucky
Tony Jackson,1,2,2,2,2,2,0,0.333,,,"Jan 17, 1958",Lexington,Kentucky
Larry Johnson,1,4,6,5,7,5,2,0.231,,0,"Nov 28, 1954",Morganfield,Kentucky
Wah Wah Jones,3,140,1428,408,429,,,0.355,,0.757,"Jul 14, 1926",Harlan,Kentucky
Ron King,1,9,64,19,14,5,2,0.343,0.333,0.824,"Jul 11, 1951",Louisville,Kentucky
Frank Kornet,2,89,171,95,30,19,4,0.369,0.263,0.596,"Jan 27, 1967",Lexington,Kentucky
Paul Long,4,80,309,66,66,,,0.429,,0.765,"Feb 8, 1944",Louisville,Kentucky
Shelvin Mack,6,305,1912,567,907,184,9,0.424,0.326,0.753,"Apr 22, 1990",Lexington,Kentucky
Rudy Macklin,3,160,1030,464,121,82,30,0.449,0,0.776,"Feb 19, 1958",Louisville,Kentucky
Jim McDaniels,5,271,2698,1748,288,23,79,0.466,,0.72,"Apr 2, 1948",Scottsville,Kentucky
Bob Miller,1,2,4,5,1,0,1,0.667,,,"Jul 9, 1956",Louisville,Kentucky
Darius Miller,3,102,320,131,89,42,21,0.42,0.351,0.841,"Mar 21, 1990",Maysville,Kentucky
Dirk Minniefield,3,222,1187,367,845,196,11,0.47,0.272,0.739,"Jan 17, 1961",Lexington,Kentucky
Dwayne Morton,1,41,167,58,18,11,15,0.388,0.36,0.682,"Aug 08, 1971",Louisville,Kentucky
Paul Noel,5,201,661,85,140,,,0.291,,0.636,"Aug 17, 1924",Midway,Kentucky
Ralph O'Brien,2,119,848,192,180,,,0.36,,0.83,"Apr 8, 1928",Henshaw,Kentucky
John Oldham,2,127,926,242,226,,,0.319,,0.627,"Jun 22, 1923",Beaver Dam,Kentucky
Scott Padgett,8,448,1874,1227,325,182,86,0.41,0.373,0.736,"Apr 19, 1976",Louisville,Kentucky
Jack Parr,1,66,262,278,51,,,0.355,,0.603,"Mar 13, 1936",Louisville,Kentucky
Jim Price,7,510,5088,1566,1886,724,126,0.444,,0.815,"Nov 27, 1949",Russellville,Kentucky
Mike Price,3,123,397,157,90,,,0.402,,0.772,"Sep 11, 1948",Russellville,Kentucky
Frank Ramsey*,9,623,8378,3410,1134,,,0.399,,0.804,"Jul 13, 1931",Corydon,Kentucky
Bobby Rascoe,3,159,1228,438,208,,,0.424,0.143,0.768,"Jul 22, 1940",Trigg County,Kentucky
Arnie Risen*,10,637,7633,5011,1058,,,0.381,,0.699,"Oct 9, 1924",Williamstown,Kentucky
Tex Ritter,3,151,789,65,145,,,0.348,,0.674,"Feb 26, 1924",Richmond,Kentucky
Phil Rollins,3,177,898,395,458,,,0.385,,0.649,"Jan 19, 1934",Wickliffe,Kentucky
